vl_total_vendas;qtd_unidades_antigas;qtd_unidades_vendidas;vl_total_custo;qtd_clientes;sk_loja;sk_produto;sk_calendario;sk_divulgacao
59.79;58;58;50.81;51;1;4;16;1
116.27;75;75;95.64;67;7;4;16;1
1.18;2;2;1.01;2;11;4;16;1
310.15;154;154;259.07;150;3;5;16;1
88.58;23;23;73.19;20;18;5;16;1
105.34;96;96;90.77;63;2;10;16;1
79.3;118;118;64.6;78;9;10;16;1
54.57;79;79;48.5;45;3;11;16;1
22.36;22;22;18.03;11;6;11;16;1
128.84;83;83;113.28;66;17;11;16;1
175.25;46;46;147.1;46;11;14;16;1
72.13;28;28;58.35;26;13;14;16;1
22.26;13;13;17.81;9;14;14;16;1
227.09;60;60;197.25;30;1;15;16;1
74.29;44;44;62.56;29;5;15;16;1
58.48;23;23;52.2;16;13;15;16;1
2.68;3;3;2.19;2;8;17;16;1
16.66;24;24;13.62;22;12;17;16;1
122.19;79;79;106.67;70;19;17;16;1
67.57;98;98;58.43;82;4;18;16;1
36.54;35;35;29.47;28;8;18;16;1
60.48;39;39;51.59;31;20;18;16;1
124.96;49;49;100.74;34;3;19;16;1
24.53;15;15;20.76;9;8;19;16;1
350.78;92;92;285.19;80;18;19;16;1
43.68;17;17;35.83;13;1;1;17;1
40.74;24;24;34.75;14;7;1;17;1
350.0;92;92;282.45;54;17;1;17;1
70.53;96;96;61.33;57;5;2;17;1
32.6;67;67;29.1;57;10;2;17;1
94.68;86;86;82.84;52;17;2;17;1
7.92;7;7;6.44;7;2;3;17;1
52.22;71;71;42.25;47;14;3;17;1
8.08;16;16;6.72;15;20;3;17;1
66.06;96;96;53.31;88;1;4;17;1
84.77;55;55;71.81;48;6;4;17;1
88.89;86;86;74.5;69;19;4;17;1
66.15;17;17;59.28;17;12;5;17;1
195.18;77;77;163.31;62;17;5;17;1
26.1;15;15;22.15;14;20;5;17;1
53.24;72;72;42.86;47;2;10;17;1
14.09;13;13;12.63;9;5;10;17;1
25.76;53;53;22.87;30;17;10;17;1
0.51;0;0;0.43;0;8;11;17;1
99.46;96;96;80.7;57;13;11;17;1
52.82;77;77;43.13;71;19;11;17;1
30.15;18;18;24.38;16;4;14;17;1
97.59;38;38;87.05;32;6;14;17;1
128.07;34;34;106.94;17;20;14;17;1
120.17;71;71;99.24;38;5;15;17;1
348.26;92;92;307.24;81;10;15;17;1
6.26;2;2;5.6;2;12;15;17;1
19.21;19;19;16.45;9;6;17;17;1
57.56;83;83;50.47;55;11;17;17;1
63.49;41;41;51.64;25;16;17;17;1
62.98;91;91;53.72;88;12;18;17;1
78.1;75;75;65.28;68;15;18;17;1
7.36;5;5;6.04;2;16;18;17;1
330.23;87;87;297.16;52;3;19;17;1
138.69;82;82;123.27;53;13;19;17;1
193.6;76;76;171.61;48;20;19;17;1
47.75;28;28;42.56;25;1;1;18;1
141.47;37;37;118.7;28;10;1;18;1
109.29;43;43;89.75;30;13;1;18;1
105.15;95;95;86.46;94;3;2;18;1
2.72;6;6;2.33;5;4;2;18;1
57.22;78;78;47.57;66;15;2;18;1
72.53;99;99;60.57;81;1;3;18;1
1.78;2;2;1.59;1;12;3;18;1
20.01;41;41;16.52;33;19;3;18;1
84.58;22;22;73.7;21;9;5;18;1
219.85;87;87;195.29;80;12;5;18;1
159.28;94;94;128.54;61;16;5;18;1
25.16;19;19;21.31;12;8;6;18;1
53.78;91;91;47.01;70;12;6;18;1
21.23;24;24;17.62;16;16;6;18;1
40.29;37;37;33.5;24;2;10;18;1
52.52;79;79;45.97;59;11;10;18;1
74.4;84;84;64.08;48;2;12;18;1
54.99;93;93;44.25;62;6;12;18;1
71.53;54;54;62.59;46;8;12;18;1
74.55;84;84;59.93;64;2;13;18;1
21.52;16;16;19.03;14;13;13;18;1
42.41;72;72;34.44;72;20;13;18;1
134.47;53;53;115.88;37;9;14;18;1
291.21;87;87;256.5;80;15;14;18;1
73.16;19;19;63.84;11;4;15;18;1
18.75;7;7;16.53;6;12;15;18;1
24.68;15;15;20.52;15;20;15;18;1
124.2;94;94;105.56;60;3;16;18;1
45.63;77;77;37.74;72;18;16;18;1
66.38;75;75;57.51;43;19;16;18;1
171.84;45;45;138.15;43;3;19;18;1
51.22;20;20;44.22;15;7;19;18;1
153.1;91;91;131.45;72;18;19;18;1
41.34;47;47;35.07;42;6;20;18;1
101.23;76;76;85.53;48;18;20;18;1
48.7;83;83;42.48;66;19;20;18;1
249.3;66;66;213.19;36;1;1;19;1
146.37;58;58;124.35;44;7;1;19;1
85.54;51;51;75.33;50;10;1;19;1
53.14;84;84;46.35;52;2;2;19;1
66.89;61;61;54.12;45;17;2;19;1
2.28;5;5;1.91;3;1;3;19;1
19.41;18;18;15.77;11;3;3;19;1
60.31;82;82;51.18;80;9;3;19;1
220.93;58;58;182.4;58;9;5;19;1
173.28;68;68;154.58;48;16;5;19;1
72.47;43;43;59.77;42;19;5;19;1
42.78;73;73;34.49;52;4;6;19;1
84.49;64;64;67.73;36;9;6;19;1
51.91;59;59;44.82;53;18;6;19;1
42.32;86;86;37.44;50;5;10;19;1
106.9;97;97;88.26;63;9;10;19;1
38.36;52;52;34.03;27;19;10;19;1
56.89;96;96;46.72;81;13;12;19;1
8.54;10;10;6.86;9;17;12;19;1
111.65;84;84;97.93;84;20;12;19;1
30.44;52;52;25.42;40;1;13;19;1
65.63;49;49;59.06;46;19;13;19;1
87.87;99;99;78.21;55;20;13;19;1
378.16;99;99;340.32;53;7;14;19;1
28.19;17;17;24.51;14;9;14;19;1
153.33;60;60;136.26;53;13;14;19;1
159.72;95;95;132.13;55;2;15;19;1
62.69;25;25;54.42;14;8;15;19;1
32.41;9;9;28.95;8;17;15;19;1
50.89;86;86;40.92;67;3;16;19;1
126.09;121;121;107.14;85;9;16;19;1
205.47;81;81;177.16;67;1;19;19;1
178.9;47;47;157.33;24;14;19;19;1
156.72;93;93;127.53;79;19;19;19;1
6.29;5;5;5.63;4;8;20;19;1
1.22;2;2;1.08;2;14;20;19;1
52.02;59;59;41.68;32;18;20;19;1
302.26;79;79;270.96;75;1;1;20;1
280.86;119;119;241.75;99;20;1;20;1
45.27;92;92;38.42;64;13;2;20;1
17.66;24;24;14.97;16;19;2;20;1
38.37;35;35;33.16;18;20;2;20;1
10.82;22;22;8.75;21;9;3;20;1
68.99;94;94;59.45;75;15;3;20;1
34.25;31;31;28.68;16;19;3;20;1
93.49;25;25;78.12;23;2;5;20;1
92.39;36;36;80.38;20;16;5;20;1
57.2;34;34;46.95;20;20;5;20;1
61.06;69;69;50.47;55;7;6;20;1
31.13;53;53;26.41;31;10;6;20;1
49.41;37;37;44.02;31;11;6;20;1
67.98;92;92;54.88;78;13;10;20;1
11.99;24;24;10.59;17;16;10;20;1
98.74;90;90;83.97;89;19;10;20;1
57.2;43;43;48.18;28;4;12;20;1
9.24;10;10;7.44;7;8;12;20;1
31.17;53;53;26.76;34;10;12;20;1
30.6;52;52;26.04;46;1;13;20;1
28.36;21;21;24.06;21;6;13;20;1
4.87;5;5;4.05;4;15;13;20;1
32.32;8;8;28.43;8;13;14;20;1
201.83;80;80;168.46;75;14;14;20;1
119.51;71;71;102.69;67;16;14;20;1
154.55;61;61;135.68;60;10;15;20;1
102.91;61;61;87.98;53;15;15;20;1
310.22;82;82;250.45;42;16;15;20;1
39.51;30;30;35.53;25;3;16;20;1
50.65;57;57;42.11;56;6;16;20;1
6.07;10;10;4.95;6;15;16;20;1
187.54;74;74;160.38;45;7;19;20;1
137.98;36;36;114.7;25;8;19;20;1
140.41;83;83;115.31;68;14;19;20;1
85.34;64;64;75.18;64;1;20;20;1
14.79;17;17;12.69;17;4;20;20;1
33.29;56;56;26.88;56;20;20;20;1
51.23;30;30;45.13;23;2;1;85;1
41.36;11;11;36.51;9;7;1;85;1
195.47;77;77;158.72;57;18;1;85;1
61.18;55;55;50.09;37;4;2;85;1
41.42;56;56;33.47;52;6;2;85;1
40.62;83;83;34.44;62;8;2;85;1
88.04;80;80;72.13;54;5;3;85;1
65.0;88;88;57.29;76;10;3;85;1
17.13;35;35;14.03;27;13;3;85;1
43.25;63;63;38.85;46;2;4;85;1
25.61;25;25;22.94;21;9;4;85;1
102.36;66;66;91.46;65;16;4;85;1
13.77;19;19;11.25;18;9;10;85;1
27.26;56;56;24.5;45;11;10;85;1
98.1;89;89;81.83;51;12;10;85;1
55.98;81;81;46.21;43;5;11;85;1
46.95;45;45;40.87;31;17;11;85;1
115.66;75;75;103.32;73;19;11;85;1
105.9;80;80;89.29;42;4;12;85;1
57.02;97;97;50.98;89;19;12;85;1
83.2;94;94;73.79;74;20;12;85;1
1.84;1;1;1.65;1;2;13;85;1
44.37;50;50;38.7;26;6;13;85;1
19.85;34;34;16.25;18;9;13;85;1
40.95;46;2;36.81;31;16;16;85;1
102.45;84;3;90.88;63;19;16;85;1
76.35;74;74;64.57;58;1;17;85;1
26.76;17;17;21.56;11;15;17;85;1
29.87;43;43;25.57;26;17;17;85;1
130.01;84;84;115.81;79;7;18;85;1
73.98;71;71;65.03;61;9;18;85;1
43.41;63;63;38.27;43;12;18;85;1
52.4;89;89;44.69;59;2;20;85;1
67.52;76;76;55.48;65;3;20;85;1
130.54;98;98;113.34;89;4;20;85;1
28.08;11;11;24.05;11;2;1;26;1
312.74;82;82;278.66;47;6;1;26;1
82.69;49;49;68.75;30;16;1;26;1
0.09;0;0;0.07;0;1;2;26;1
16.25;15;15;13.68;12;11;2;26;1
41.19;56;56;34.16;49;17;2;26;1
34.19;70;70;28.32;45;6;3;26;1
27.96;38;38;24.15;34;15;3;26;1
75.91;69;69;66.24;37;18;3;26;1
63.46;92;92;55.51;89;2;4;26;1
137.28;88;88;121.98;85;14;4;26;1
42.21;41;41;37.98;40;18;4;26;1
55.81;76;76;47.78;66;4;10;26;1
69.57;63;63;57.74;52;5;10;26;1
6.57;13;13;5.36;13;19;10;26;1
48.66;31;31;43.31;27;10;11;26;1
31.96;31;31;27.12;21;13;11;26;1
20.61;30;30;18.5;17;17;11;26;1
49.29;37;37;40.86;22;5;12;26;1
69.21;78;78;60.29;64;11;12;26;1
22.33;38;38;19.33;33;13;12;26;1
0.48;1;1;0.4;1;6;13;26;1
36.1;27;27;29.08;20;7;13;26;1
85.42;97;97;71.69;49;20;13;26;1
4.46;3;3;3.71;2;5;16;26;1
21.44;36;36;17.53;35;6;16;26;1
62.34;70;70;52.33;59;17;16;26;1
2.05;1;1;1.67;1;14;17;26;1
61.66;89;89;51.22;87;15;17;26;1
16.81;16;16;13.65;14;18;17;26;1
22.88;33;33;19.05;23;6;18;26;1
5.75;4;4;4.74;2;10;18;26;1
85.51;83;83;70.69;71;13;18;26;1
28.71;49;49;24.85;26;3;20;26;1
16.71;13;13;13.86;10;13;20;26;1
53.92;61;61;45.4;54;14;20;26;1
234.11;92;92;191.7;52;2;1;75;1
58.79;35;35;52.07;26;7;1;75;1
12.18;3;3;10.34;3;19;1;75;1
91.86;83;83;79.14;63;2;2;75;1
13.66;28;28;12.12;23;10;2;75;1
62.9;86;86;53.1;62;15;2;75;1
20.29;28;28;16.41;16;2;3;75;1
12.68;26;26;11.31;21;12;3;75;1
79.92;72;72;67.9;66;17;3;75;1
61.9;90;90;50.83;55;1;4;75;1
118.01;76;76;102.63;61;6;4;75;1
70.81;68;68;59.69;39;14;4;75;1
4.71;7;7;3.84;4;9;10;75;1
44.11;40;40;39.61;38;11;10;75;1
27.14;26;26;22.89;18;6;11;75;1
74.85;48;48;65.24;38;10;11;75;1
50.15;73;73;44.08;60;17;11;75;1
46.98;35;35;39.39;34;1;12;75;1
44.75;51;51;38.4;29;6;12;75;1
47.02;80;80;39.58;45;7;12;75;1
39.59;67;67;32.11;56;6;13;75;1
73.08;83;83;60.59;47;12;13;75;1
23.13;17;17;20.59;13;13;13;75;1
95.69;126;56;83.03999999999999;97;9;16;75;1
58.7;44;8;47.07;34;13;16;75;1
24.56;36;36;20.81;18;1;17;75;1
56.82;55;55;49.67;48;9;17;75;1
17.74;11;11;14.53;8;20;17;75;1
21.2;31;31;18.19;16;4;18;75;1
70.49;68;68;60.56;45;5;18;75;1
26.4;17;17;21.12;12;8;18;75;1
16.51;19;19;13.97;14;1;20;75;1
50.72;86;86;43.98;80;15;20;75;1
39.01;29;29;32.23;22;17;20;75;1
288.32;103;103;236.83;81;2;1;51;1
115.8;46;46;103.24;35;9;1;51;1
2.17;4;4;1.91;3;3;2;51;1
39.68;54;54;35.04;41;16;2;51;1
22.9;21;21;19.97;16;17;2;51;1
93.0;84;84;78.88;59;1;3;51;1
0.52;1;1;0.45;1;2;3;51;1
27.6;38;38;23.36;21;6;3;51;1
23.26;34;34;20.31;29;14;4;51;1
97.6;94;94;84.89;48;16;4;51;1
83.39;54;54;73.71;42;20;4;51;1
71.12;19;19;62.18;16;1;5;51;1
101.61;60;60;87.63;37;4;5;51;1
82.51;33;33;73.89;21;13;5;51;1
12.41;11;11;10.89;8;2;10;51;1
45.79;93;93;37.41;53;14;10;51;1
31.53;43;43;26.07;38;16;10;51;1
79.15;51;51;64.3;49;6;11;51;1
3.31;3;3;2.91;3;17;11;51;1
10.4;15;15;8.4;9;19;11;51;1
44.6;34;34;37.18;25;1;12;51;1
26.12;44;44;22.59;33;12;12;51;1
18.26;21;21;16.3;19;19;12;51;1
4.0;5;5;3.37;4;3;13;51;1
50.27;85;85;43.34;77;7;13;51;1
39.04;29;29;32.11;27;13;13;51;1
62.92;25;25;52.35;14;10;14;51;1
97.89;58;58;86.75;52;12;14;51;1
109.02;29;29;94.11;14;15;14;51;1
5.46;2;2;4.82;2;5;15;51;1
3.82;2;2;3.27;2;11;15;51;1
378.57;100;100;309.52;55;18;15;51;1
38.65;29;29;33.56;25;12;16;51;1
8.01;14;14;7.16;13;13;16;51;1
85.16;96;2;71.22;77;17;16;51;1
83.86;81;81;69.86;68;4;17;51;1
153.98;99;99;130.13;74;8;17;51;1
59.17;86;86;51.03;68;10;17;51;1
133.73;86;86;118.3;51;14;18;51;1
91.52;98;98;79.94;75;17;18;51;1
154.31;61;61;134.65;53;15;19;51;1
130.6;77;77;109.6;41;16;19;51;1
357.15;94;94;299.95;52;18;19;51;1
14.76;25;25;11.88;24;8;20;51;1
10.87;8;8;8.79;6;16;20;51;1
46.52;53;53;37.92;44;18;20;51;1
40.54;24;24;32.51;23;2;1;139;1
72.85;29;29;58.51;28;14;1;139;1
226.37;60;60;192.43;40;20;1;139;1
54.72;50;50;45.07;48;3;2;139;1
39.68;81;81;33.94;54;9;2;139;1
45.28;62;62;39.52;43;11;2;139;1
92.94;113;113;79.66;89;16;3;139;1
5.77;12;12;4.86;12;20;3;139;1
99.79;96;96;83.9;61;9;4;139;1
84.83;55;55;72.03;35;11;4;139;1
41.53;60;60;36.34;35;19;4;139;1
140.96;83;83;125.35;61;2;5;139;1
18.4;7;7;16.13;5;6;5;139;1
64.66;17;17;57.45;11;19;5;139;1
89.74;81;81;79.72;51;1;10;139;1
6.38;13;13;5.24;9;19;10;139;1
54.15;74;74;47.11;69;20;10;139;1
18.16;12;12;15.15;10;6;11;139;1
64.19;62;62;55.17;52;17;11;139;1
60.1;87;87;49.92;85;19;11;139;1
24.71;42;42;20.39;36;17;12;139;1
116.54;110;110;100.24;75;18;12;139;1
48.98;83;83;43.92;67;4;13;139;1
80.57;91;91;71.45;65;13;13;139;1
58.65;44;44;48.17;39;14;13;139;1
48.3;29;29;42.66;19;5;14;139;1
329.76;87;87;273.3;77;6;14;139;1
23.88;9;9;20.95;5;16;14;139;1
142.11;56;56;117.3;45;10;15;139;1
110.61;65;65;94.09;46;15;15;139;1
224.03;59;59;194.46;50;20;15;139;1
54.0;61;3;45.97;31;8;16;139;1
75.87;57;8;64.98;46;11;16;139;1
12.7;22;22;10.38;21;19;16;139;1
18.63;27;27;16.73;25;11;17;139;1
49.52;32;32;42.15;18;16;17;139;1
4.27;4;4;3.65;4;17;17;139;1
149.86;97;97;122.05;91;8;18;139;1
29.01;42;42;25.14;40;11;18;139;1
91.55;88;88;75.12;55;17;18;139;1
291.68;77;77;245.39;53;4;19;139;1
190.57;75;75;154.61;49;16;19;139;1
10.54;6;6;8.48;5;18;19;139;1
127.16;171;171;109.49;132;9;20;139;1
98.7;74;74;83.95;55;13;20;139;1
101.27;27;27;85.87;24;2;1;124;1
10.76;6;6;9.49;3;5;1;124;1
65.36;26;26;53.19;19;17;1;124;1
41.21;84;84;36.24;83;2;2;124;1
5.42;7;7;4.86;5;14;2;124;1
84.37;77;77;74.28;57;20;2;124;1
39.88;81;81;31.93;64;9;3;124;1
3.85;5;5;3.18;3;13;3;124;1
103.49;94;94;89.06;52;14;3;124;1
7.01;10;10;5.67;6;3;4;124;1
30.34;29;29;24.44;21;10;4;124;1
48.31;31;31;39.94;25;18;4;124;1
114.64;68;68;102.14;38;12;5;124;1
91.47;24;24;77.19;15;14;5;124;1
61.67;24;24;50.57;13;15;5;124;1
0.25;1;1;0.2;0;3;10;124;1
67.25;91;91;59.16;48;14;10;124;1
50.94;46;46;45.35;27;19;10;124;1
17.51;25;25;14.85;16;13;11;124;1
10.78;10;10;9.42;9;14;11;124;1
76.92;50;50;63.64;41;15;11;124;1
139.76999999999998;141;141;114.27;82;1;12;124;1
76.41;86;86;65.93;52;13;12;124;1
76.49;86;86;61.35;56;5;13;124;1
4.08;3;3;3.38;3;6;13;124;1
58.75;100;100;49.99;86;16;13;124;1
300.69;79;79;270.27;65;2;14;124;1
18.42;7;7;14.98;5;14;14;124;1
35.52;21;21;29.22;16;17;14;124;1
128.06;76;76;107.59;55;3;15;124;1
107.1;28;28;92.45;18;11;15;124;1
47.07;19;19;42.14;11;20;15;124;1
68.19;74;7;56.0;71;2;16;124;1
11.41;19;19;9.89;15;15;16;124;1
31.95;31;31;26.39;18;3;17;124;1
58.32;85;85;48.03;65;16;17;124;1
150.01;97;97;129.82;49;19;17;124;1
67.64;98;98;58.66;59;12;18;124;1
97.23;94;94;80.54;78;14;18;124;1
141.51;91;91;126.89;68;20;18;124;1
15.99;6;6;13.63;6;3;19;124;1
315.16;83;83;256.33;75;14;19;124;1
45.69;27;27;37.21;19;16;19;124;1
37.05;42;42;31.73;26;2;20;124;1
96.39;73;73;79.96;46;13;20;124;1
58.98;100;100;48.85;63;19;20;124;1
173.76;69;69;144.26;59;2;1;175;1
56.5;33;33;50.24;24;5;1;175;1
76.66;20;20;68.02;18;20;1;175;1
104.77;95;95;86.06;79;5;2;175;1
17.04;35;35;14.75;19;14;2;175;1
24.19;33;33;20.33;26;18;2;175;1
18.38;17;17;14.92;11;2;3;175;1
11.54;24;24;9.69;21;8;3;175;1
33.2;45;45;29.7;26;17;3;175;1
95.53;123;123;83.08;86;11;4;175;1
89.21;57;57;77.11;44;14;4;175;1
250.54;99;99;208.24;98;3;5;175;1
10.13;6;6;8.87;6;6;5;175;1
287.19;76;76;231.4;54;9;5;175;1
62.09;56;56;51.41;44;7;10;175;1
41.17;56;56;34.7;36;16;10;175;1
17.41;36;36;14.68;19;20;10;175;1
49.95;72;72;43.79;59;5;11;175;1
3.26;3;3;2.78;2;9;11;175;1
19.66;13;13;16.18;11;17;11;175;1
42.24;32;32;34.54;21;4;12;175;1
87.33;99;99;69.92;69;5;12;175;1
12.68;21;21;10.68;19;14;12;175;1
110.52;83;83;99.4;70;8;13;175;1
4.71;5;5;4.14;3;16;13;175;1
54.06;92;92;45.02;50;17;13;175;1
84.92;50;50;73.78;34;12;14;175;1
34.16;9;9;29.65;5;14;14;175;1
143.94;57;57;126.64;49;19;14;175;1
208.59;82;82;181.51;49;2;15;175;1
91.76;54;54;74.15;44;11;15;175;1
367.55;97;97;319.31;51;20;15;175;1
51.41;39;4;41.17;20;4;16;175;1
15.18;26;26;12.79;16;15;16;175;1
13.45;15;15;11.56;10;16;16;175;1
29.23;42;42;25.04;25;8;17;175;1
78.25;50;50;70.39;35;16;17;175;1
57.1;55;55;49.58;28;19;17;175;1
9.56;9;9;7.81;8;3;18;175;1
34.25;50;50;30.21;37;11;18;175;1
20.06;13;13;16.91;7;16;18;175;1
1.58;0;0;1.42;0;14;19;175;1
237.38;94;94;204.75;71;15;19;175;1
156.98;93;93;132.85;84;17;19;175;1
72.33;54;54;58.72;48;5;20;175;1
20.65;35;35;16.7;28;8;20;175;1
74.69;84;84;63.29;50;12;20;175;1
8.46;2;2;7.49;1;2;1;54;1
85.04;50;50;74.64;39;7;1;54;1
189.28;75;75;165.27;38;11;1;54;1
43.92;40;40;38.16;23;3;2;54;1
69.14;94;94;57.61;82;5;2;54;1
3.66;7;7;3.1;5;16;2;54;1
1.13;2;2;0.93;2;1;3;54;1
106.84;97;97;96.12;96;2;3;54;1
20.59;28;28;17.01;21;11;3;54;1
10.96;16;16;9.4;10;2;4;54;1
145.97;94;94;122.9;72;17;4;54;1
47.23;46;46;42.02;42;18;4;54;1
111.35;66;66;91.14;38;2;5;54;1
19.77;8;8;17.73;6;11;5;54;1
94.2;25;25;77.01;15;15;5;54;1
56.53;96;96;47.790000000000006;74;10;10;54;1
16.28;15;15;13.33;13;12;10;54;1
101.23;98;98;89.94;77;2;11;54;1
5.67;8;8;4.71;6;11;11;54;1
44.73;29;29;37.27;24;14;11;54;1
128.04999999999998;116;116;111.91;91;4;12;54;1
2.1;2;2;1.71;2;3;13;54;1
58.35;44;44;50.76;36;4;13;54;1
51.01;86;86;45.58;80;20;13;54;1
83.65;33;33;73.61;26;3;14;54;1
153.22;91;91;128.24;82;5;14;54;1
195.38;51;51;163.12;38;14;14;54;1
161.33;42;42;130.07;29;8;15;54;1
82.67;33;33;69.35;24;13;15;54;1
19.37;11;11;17.29;9;20;15;54;1
23.42;18;18;20.8;14;13;16;54;1
10.66;18;18;9.29;17;17;16;54;1
70.97;80;2;59.68;78;20;16;54;1
87.28;84;84;71.66;48;4;17;54;1
28.21;41;41;25.32;31;6;17;54;1
61.74;40;40;53.1;27;14;17;54;1
148.39;96;96;131.6;54;8;18;54;1
51.81;50;50;41.98;30;11;18;54;1
66.91;97;97;53.92;72;13;18;54;1
78.25;21;21;67.1;13;11;19;54;1
152.33;90;90;122.41;47;14;19;54;1
155.43;61;61;134.02;58;15;19;54;1
80.91;91;91;71.48;49;5;20;54;1
26.18;44;44;22.06;42;10;20;54;1
46.62;35;35;38.79;35;15;20;54;1
205.15;81;81;164.77;69;2;1;48;1
79.26;47;47;69.26;29;16;1;48;1
116.34;31;31;95.31;20;18;1;48;1
100.81;65;65;90.57;61;3;4;48;1
80.44999999999999;98;98;71.69;85;13;4;48;1
192.87;51;51;155.88;40;2;5;48;1
72.64;29;29;61.43;18;13;5;48;1
47.1;28;28;37.94;23;14;5;48;1
50.52;73;73;41.23;37;3;11;48;1
18.37;12;12;16.3;7;18;11;48;1
21.61;21;21;18.99;15;20;11;48;1
157.47;41;41;141.69;23;5;14;48;1
15.79;9;9;12.63;9;16;14;48;1
65.16;26;26;54.54;18;17;14;48;1
380.53;176;176;326.47;132;7;15;48;1
79.96;21;21;66.18;17;9;15;48;1
57.34;55;55;47.27;47;5;17;48;1
22.53;15;15;18.54;11;6;17;48;1
25.31;37;37;22.01;25;20;17;48;1
6.08;9;9;5.4;5;3;18;48;1
128.34;83;83;104.17;46;4;18;48;1
62.16;60;60;53.11;38;11;18;48;1
130.0;77;77;113.84;40;4;19;48;1
170.18;67;67;146.72;50;14;19;48;1
358.79;94;94;291.18;56;18;19;48;1
140.21;55;55;123.41;47;2;1;176;1
310.03;82;82;269.86;79;11;1;176;1
124.41;74;74;110.72;71;12;1;176;1
51.69;70;70;44.71;50;10;2;176;1
74.49;68;68;66.24;59;11;2;176;1
10.97;22;22;8.93;12;19;2;176;1
22.12;20;20;18.13;12;9;3;176;1
11.03;23;23;9.5;18;18;3;176;1
12.23;17;17;10.08;13;20;3;176;1
14.57;14;14;12.1;8;4;4;176;1
97.0;62;62;82.99;54;8;4;176;1
12.03;17;17;10.48;14;19;4;176;1
292.31;77;77;259.7;56;6;5;176;1
2.99;2;2;2.54;2;10;5;176;1
191.84;76;76;165.05;74;15;5;176;1
48.38;44;44;39.28;31;4;10;176;1
19.17;26;26;15.91;17;13;10;176;1
46.63;95;95;41.25;89;16;10;176;1
88.49;57;57;78.18;44;2;11;176;1
14.93;14;14;12.6;12;9;11;176;1
31.13;45;45;26.66;44;19;11;176;1
151.06;89;89;122.56;85;16;14;176;1
98.73;26;26;85.66999999999999;16;18;14;176;1
178.68;47;47;146.35;25;10;15;176;1
106.82;52;52;89.59;38;20;15;176;1
126.4;110;110;110.12;82;2;17;176;1
31.68;46;46;27.41;35;13;17;176;1
72.15;70;70;62.43;37;3;18;176;1
12.27;18;18;10.13;12;14;18;176;1
68.62;44;44;56.69;28;15;18;176;1
157.92;42;42;130.92;41;16;19;176;1
279.88;141;141;234.57;114;18;19;176;1
189.36;50;50;153.95;36;2;1;177;1
63.57;38;38;50.99;35;3;1;177;1
251.89;99;99;206.06;83;11;1;177;1
1.34;2;2;1.15;2;8;2;177;1
39.25;36;36;31.68;36;9;2;177;1
4.49;9;9;4.02;5;10;2;177;1
11.09;23;23;9.53;19;8;3;177;1
43.08;39;39;37.94;28;9;3;177;1
19.79;27;27;17.73;20;10;3;177;1
113.33;91;91;96.87;62;2;4;177;1
31.53;46;46;25.64;41;14;4;177;1
126.99;50;50;110.27;37;7;5;177;1
139.68;83;83;119.13;58;8;5;177;1
184.22;48;48;153.54;43;14;5;177;1
22.69;46;46;19.05;27;6;10;177;1
59.28;81;81;49.09;78;15;10;177;1
2.88;3;3;2.42;2;16;10;177;1
53.79;35;35;46.3;24;12;11;177;1
39.22;57;57;34.52;32;14;11;177;1
82.86;80;80;73.45;45;20;11;177;1
462.13;164;164;392.07;108;5;14;177;1
47.77;19;19;41.0;12;20;14;177;1
234.24;62;62;189.29;57;3;15;177;1
91.21;36;36;80.97;24;6;15;177;1
109.17;65;65;91.13;36;11;15;177;1
141.51;91;91;118.37;68;10;17;177;1
83.17;80;80;69.46;52;12;17;177;1
11.68;17;17;10.32;16;16;17;177;1
24.36;16;16;20.29;11;3;18;177;1
59.89;87;87;51.11;72;9;18;177;1
51.58;50;50;43.43;36;13;18;177;1
155.99;92;92;140.01;85;12;19;177;1
296.51;78;78;244.68;53;16;19;177;1
112.65;44;44;100.22;33;19;19;177;1
93.93;37;37;78.37;25;2;1;121;1
16.52;10;10;13.49;6;5;1;121;1
262.25;69;69;232.28;48;9;1;121;1
6.28;6;6;5.61;4;3;2;121;1
60.69;83;83;50.9;47;15;2;121;1
34.76;71;71;30.29;52;20;2;121;1
13.35;27;27;11.73;19;12;3;121;1
58.02;53;53;49.97;52;13;3;121;1
11.01;15;15;9.05;8;17;3;121;1
154.12;99;99;138.52;54;3;4;121;1
52.18;50;50;45.02;30;5;4;121;1
58.08;84;84;50.84;70;14;4;121;1
163.02;64;64;135.51;63;7;5;121;1
147.66;87;87;132.72;67;19;5;121;1
199.03;52;52;178.2;40;20;5;121;1
23.37;21;21;20.99;16;1;10;121;1
6.06;8;8;5.14;4;4;10;121;1
27.71;57;57;22.42;31;7;10;121;1
19.11;12;12;16.83;12;11;11;121;1
37.02;54;54;32.41;34;14;11;121;1
40.16;39;39;34.78;26;20;11;121;1
64.98;38;38;55.19;37;13;14;121;1
168.35;66;66;140.19;52;14;14;121;1
99.44;26;26;86.34;19;16;14;121;1
60.95;16;16;53.59;12;3;15;121;1
24.77;10;10;21.8;8;6;15;121;1
23.45;14;14;19.97;14;17;15;121;1
72.75;70;70;59.69;38;4;17;121;1
130.91;84;84;112.09;73;5;17;121;1
27.27;40;40;24.17;21;14;17;121;1
152.91;98;98;134.75;65;5;18;121;1
56.89;55;55;47.17;48;8;18;121;1
43.17;63;63;38.0;39;20;18;121;1
